"행정구역","2023년10월_총인구수","2023년10월_세대수","2023년10월_세대당 인구","2023년10월_남자 인구수","2023년10월_여자 인구수","2023년10월_남여 비율"
"강원특별자치도 횡성군 안흥면(5173032000)","3,149","1,591","          1.98","1,629","1,520","          1.07"
"강원특별자치도 횡성군 둔내면(5173033000)","5,967","3,231","          1.85","3,135","2,832","          1.11"
"강원특별자치도 횡성군 갑천면(5173034000)","2,466","1,496","          1.65","1,289","1,177","          1.10"
"강원특별자치도 횡성군 청일면(5173035000)","2,390","1,440","          1.66","1,218","1,172","          1.04"
"강원특별자치도 횡성군 공근면(5173036000)","3,440","1,950","          1.76","1,794","1,646","          1.09"
"강원특별자치도 횡성군 서원면(5173037000)","2,068","1,132","          1.83","1,106","962","          1.15"
"강원특별자치도 횡성군 강림면(5173038000)","1,767","1,058","          1.67","913","854","          1.07"
"강원특별자치도 영월군 (5175000000)","37,430","21,316","          1.76","19,389","18,041","          1.07"
"강원특별자치도 영월군 영월읍(5175025000)","20,428","10,834","          1.89","10,428","10,000","          1.04"
"강원특별자치도 영월군 상동읍(5175025300)","1,035","704","          1.47","546","489","          1.12"
"강원특별자치도 영월군 산솔면(5175031200)","1,397","860","          1.62","749","648","          1.16"
"강원특별자치도 영월군 김삿갓면(5175032500)","1,769","1,098","          1.61","943","826","          1.14"
"강원특별자치도 영월군 북면(5175033000)","2,039","1,252","          1.63","1,071","968","          1.11"
"강원특별자치도 영월군 남면(5175034000)","2,144","1,339","          1.60","1,143","1,001","          1.14"
"강원특별자치도 영월군 한반도면(5175035500)","1,194","697","          1.71","637","557","          1.14"
"강원특별자치도 영월군 한반도면쌍용출장소(5175035900)","1,575","978","          1.61","852","723","          1.18"
"강원특별자치도 영월군 주천면(5175036000)","3,778","2,286","          1.65","1,943","1,835","          1.06"
"강원특별자치도 영월군 무릉도원면(5175038000)","2,071","1,268","          1.63","1,077","994","          1.08"
"강원특별자치도 평창군 (5176000000)","40,645","21,950","          1.85","21,019","19,626","          1.07"
"강원특별자치도 평창군 평창읍(5176025000)","8,333","4,263","          1.95","4,294","4,039","          1.06"
"강원특별자치도 평창군 미탄면(5176031000)","1,602","927","          1.73","866","736","          1.18"
"강원특별자치도 평창군 방림면(5176032000)","818","489","          1.67","422","396","          1.07"
"강원특별자치도 평창군 방림면계촌출장소(5176032500)","1,741","1,045","          1.67","907","834","          1.09"
"강원특별자치도 평창군 대화면(5176033000)","5,053","2,738","          1.85","2,579","2,474","          1.04"
"강원특별자치도 평창군 봉평면(5176034000)","5,713","3,046","          1.88","2,986","2,727","          1.09"
"강원특별자치도 평창군 용평면(5176035000)","3,070","1,650","          1.86","1,573","1,497","          1.05"
"강원특별자치도 평창군 진부면(5176036000)","8,470","4,334","          1.95","4,280","4,190","          1.02"
"강원특별자치도 평창군 대관령면(5176038000)","5,845","3,458","          1.69","3,112","2,733","          1.14"
"강원특별자치도 정선군 (5177000000)","34,323","19,340","          1.77","17,909","16,414","          1.09"
"강원특별자치도 정선군 정선읍(5177025000)","9,966","5,045","          1.98","5,111","4,855","          1.05"
"강원특별자치도 정선군 고한읍(5177025300)","4,256","2,666","          1.60","2,202","2,054","          1.07"
"강원특별자치도 정선군 사북읍(5177025600)","4,388","2,421","          1.81","2,307","2,081","          1.11"
"강원특별자치도 정선군 신동읍(5177025900)","1,721","971","          1.77","906","815","          1.11"
"강원특별자치도 정선군 신동읍함백출장소(5177026000)","1,565","959","          1.63","801","764","          1.05"
"강원특별자치도 정선군 남면(5177032000)","3,122","1,851","          1.69","1,661","1,461","          1.14"
"강원특별자치도 정선군 북평면(5177034000)","2,474","1,361","          1.82","1,256","1,218","          1.03"
"강원특별자치도 정선군 임계면(5177035000)","3,356","1,990","          1.69","1,791","1,565","          1.14"
"강원특별자치도 정선군 화암면(5177036000)","1,549","927","          1.67","851","698","          1.22"
"강원특별자치도 정선군 여량면(5177037000)","1,926","1,149","          1.68","1,023","903","          1.13"
"강원특별자치도 철원군 (5178000000)","41,490","20,494","          2.02","21,493","19,997","          1.07"
"강원특별자치도 철원군 철원읍(5178025000)","5,014","2,384","          2.10","2,565","2,449","          1.05"
"강원특별자치도 철원군 김화읍(5178025300)","3,195","1,559","          2.05","1,709","1,486","          1.15"
"강원특별자치도 철원군 갈말읍(5178025600)","11,702","5,807","          2.02","6,209","5,493","          1.13"
"강원특별자치도 철원군 동송읍(5178025900)","14,206","6,944","          2.05","7,183","7,023","          1.02"
"강원특별자치도 철원군 서면(5178031000)","1,745","1,012","          1.72","964","781","          1.23"
"강원특별자치도 철원군 서면와수출장소(5178031500)","3,490","1,658","          2.10","1,744","1,746","          1.00"
"강원특별자치도 철원군 근남면(5178032000)","2,038","1,070","          1.90","1,072","966","          1.11"
"강원특별자치도 철원군 근북면(5178033000)","100","60","          1.67","47","53","          0.89"
"강원특별자치도 철원군 근동면(5178034000)","0","0","          0.00","0","0","          0.00"
"강원특별자치도 철원군 원동면(5178035000)","0","0","          0.00","0","0","          0.00"
"강원특별자치도 철원군 원남면(5178036000)","0","0","          0.00","0","0","          0.00"
"강원특별자치도 철원군 임남면(5178037000)","0","0","          0.00","0","0","          0.00"
"강원특별자치도 화천군 (5179000000)","23,113","12,108","          1.91","12,405","10,708","          1.16"
"강원특별자치도 화천군 화천읍(5179025000)","8,152","3,994","          2.04","4,223","3,929","          1.07"
"강원특별자치도 화천군 간동면(5179031000)","2,586","1,514","          1.71","1,383","1,203","          1.15"
"강원특별자치도 화천군 하남면(5179032000)","2,830","1,348","          2.10","1,504","1,326","          1.13"
"강원특별자치도 화천군 상서면(5179033000)","3,707","2,228","          1.66","2,196","1,511","          1.45"
"강원특별자치도 화천군 사내면(5179034000)","5,838","3,024","          1.93","3,099","2,739","          1.13"
"강원특별자치도 양구군 (5180000000)","21,179","10,568","          2.00","11,112","10,067","          1.10"
"강원특별자치도 양구군 양구읍(5180025000)","13,560","6,197","          2.19","6,887","6,673","          1.03"
"강원특별자치도 양구군 국토정중앙면(5180031500)","3,281","1,878","          1.75","1,831","1,450","          1.26"
"강원특별자치도 양구군 동면(5180032000)","1,954","1,105","          1.77","1,075","879","          1.22"
"강원특별자치도 양구군 방산면(5180033000)","1,186","721","          1.64","663","523","          1.27"
"강원특별자치도 양구군 해안면(5180034000)","1,198","667","          1.80","656","542","          1.21"
"강원특별자치도 인제군 (5181000000)","32,003","16,743","          1.91","17,441","14,562","          1.20"
"강원특별자치도 인제군 인제읍(5181025000)","10,136","4,762","          2.13","5,362","4,774","          1.12"
"강원특별자치도 인제군 인제읍귀둔출장소(5181025100)","500","262","          1.91","256","244","          1.05"
"강원특별자치도 인제군 남면(5181031000)","3,821","2,146","          1.78","2,101","1,720","          1.22"
"강원특별자치도 인제군 북면(5181032000)","7,869","4,124","          1.91","4,249","3,620","          1.17"
"강원특별자치도 인제군 기린면(5181033000)","5,008","2,748","          1.82","2,747","2,261","          1.21"
"강원특별자치도 인제군 서화면(5181034000)","2,629","1,524","          1.73","1,556","1,073","          1.45"
"강원특별자치도 인제군 상남면(5181035000)","2,040","1,177","          1.73","1,170","870","          1.34"
"강원특별자치도 고성군 (5182000000)","27,353","15,454","          1.77","14,063","13,290","          1.06"
"강원특별자치도 고성군 간성읍(5182025000)","7,331","3,690","          1.99","3,846","3,485","          1.10"
"강원특별자치도 고성군 거진읍(5182025300)","5,757","3,500","          1.64","2,853","2,904","          0.98"
"강원특별자치도 고성군 현내면(5182031000)","2,223","1,330","          1.67","1,092","1,131","          0.97"
"강원특별자치도 고성군 죽왕면(5182032000)","3,431","2,023","          1.70","1,775","1,656","          1.07"
"강원특별자치도 고성군 토성면(5182033000)","8,611","4,911","          1.75","4,497","4,114","          1.09"
"강원특별자치도 고성군 수동면(5182034000)","0","0","          0.00","0","0","          0.00"
"강원특별자치도 양양군 (5183000000)","27,729","15,048","          1.84","14,216","13,513","          1.05"
"강원특별자치도 양양군 양양읍(5183025000)","12,503","6,290","          1.99","6,337","6,166","          1.03"
"강원특별자치도 양양군 서면(5183031000)","2,711","1,511","          1.79","1,403","1,308","          1.07"
"강원특별자치도 양양군 손양면(5183032000)","2,295","1,267","          1.81","1,148","1,147","          1.00"
"강원특별자치도 양양군 현북면(5183033000)","2,616","1,602","          1.63","1,384","1,232","          1.12"
"강원특별자치도 양양군 현남면(5183034000)","3,010","1,785","          1.69","1,584","1,426","          1.11"
"강원특별자치도 양양군 강현면(5183035000)","4,594","2,593","          1.77","2,360","2,234","          1.06"
"충청북도  (4300000000)","1,594,211","779,850","          2.04","810,820","783,391","          1.04"
"충청북도 청주시 (4311000000)","852,448","399,081","          2.14","430,625","421,823","          1.02"
"충청북도 청주시 상당구 (4311100000)","200,472","89,705","          2.23","99,606","100,866","          0.99"
"충청북도 청주시 상당구 낭성면(4311131000)","2,094","1,196","          1.75","1,101","993","          1.11"
"충청북도 청주시 상당구 미원면(4311132000)","4,672","2,795","          1.67","2,400","2,272","          1.06"
"충청북도 청주시 상당구 가덕면(4311133000)","3,750","2,065","          1.82","1,922","1,828","          1.05"
"충청북도 청주시 상당구 남일면(4311134000)","6,539","3,191","          2.05","3,370","3,169","          1.06"
"충청북도 청주시 상당구 문의면(4311135000)","3,675","1,997","          1.84","1,913","1,762","          1.09"
"충청북도 청주시 상당구 중앙동(4311152500)","6,627","3,402","          1.95","3,271","3,356","          0.97"
